繁體	兼容格式	頁碼
十一月十四水仙暴，廿九南嶽暴。	zyuq iq yuq zyuq sy syu shi pau, ne-gnie cieu nei-nae ngoq pau.	400
十二月廿四掃塵暴。	zyuq gni yuq ne-gnie sy sau jin pau.	400
雲向東，一陣風；雲向南，雨綿綿。	yun shian ton, iq jin fon; yun shian nei-nae, yu mi mi.	400
雲向西，帶蓑衣；雲向北，好曬穀。	yun shian shi, ta so i; yun shian poq, hau sa koq.	400
天起魚鱗斑，曬穀好甮翻。	thi chi ng lin pae, sa koq hau ven fae.	400
烏雲遮日頭，當夜雨颼颼。	u yun tso gniq deu, taon ya yu seu seu.	400
滿天烏雲一個洞，落起雨來嘸沒縫。	mun thi u yun iq goq don, loq chi yu le mh mhaq von.	400
滿天烏雲一個洞，落起雨來嘸沒縫。	mun thi u yun iq ghoq don, loq chi yu le mh mhaq von.	400
天起黃雲，必有狂風。	thi chi waon yun, piq yeu guaon fon.	400
天空現箭雲，必定起颱風。	thi khon yi ci yun, piq din chi de fon.	400
早上烏雲蓋，嘸雨也風來。	tsau zaon u yun ke, mh yu gha fon le.	400
早上烏雲蓋，嘸雨也風來。	tsau zaon u yun ke, mh yu ya fon le.	400
早上破絮雲，午後雷雨淋。	tsau zaon phou shi yun, wu gheu lei yu lin.	400
早上浮雲走，下午曬煞狗。	tsau zaon veu yun tseu, gho wu sa saq keu.	400
夜快火燒雲，日裏火爐烘。	ya khua hou shiau yun, gniq li hou lu hon.	400
天上嘸洞，落雨嘸縫。	thi zaon mh don, loq yu mh von.	400
早上紅霞靉愁愁，晚上紅霞曬開頭。	tsau zaon ghon ya a zeu zeu, vae zaon ghon ya sa khe deu.	401
早霞弗出門，晚霞行千里。	tsau ya vaq tshyuq men, vae ya yin chi li.	401
早霞勿出門，晚霞行千里。	tsau ya vaq tshyuq men, vae ya yin chi li.	401
七月七掛虹，七個小颱風。	chiq yuq chiq kuo ghon, chiq goq shiau de fon.	401
七月七掛虹，七個小颱風。	chiq yuq chiq kuo ghon, chiq ghoq shiau de fon.	401
東南海面出新虹，一兩日內有颱風。	ton nei-nae he mi tshyuq shin ghon, iq lian gniq nei yeu de fon.	401
東鱟日頭西鱟雨，北鱟荒年南鱟米。	ton heu gniq deu shi heu yu, poq heu huaon gni nei-nae heu mi.	401
鱟高日頭低，大水沒稻田。	heu kau gniq deu ti, dou syu maq dau di.	401
早鱟弗過晝，夜鱟曬開頭。	tsau heu vaq kou cieu, ya heu sa khe deu.	401
早鱟勿過晝，夜鱟曬開頭。	tsau heu vaq kou cieu, ya heu sa khe deu.	401
春霧雨，夏霧日，秋霧風，冬霧雪。	tshyun vu yu, gho vu gniq, chieu vu fon, ton vu syuq.	401
春霧雨，夏霧日，秋霧風，冬霧雪。	tshyun wu- yu, gho wu- gniq, chieu wu- fon, ton wu- syuq.	401
秋霧老北風，曬煞河底老蝦公。	chieu vu lau poq fon, sa saq ghou ti lau huo kon.	401
秋霧老北風，曬煞河底老蝦公。	chieu wu- lau poq fon, sa saq ghou ti lau huo kon.	401
重陽一潮霧，晚稻要爛腐。	dzon yan iq jiau vu, mae dau iau lae vu.	401
重陽一潮霧，晚稻要爛腐。	dzon yan iq jiau wu-, mae dau iau lae vu.	401
冬霧六十日，必定有大雪。	ton vu loq zyuq gniq, piq din yeu dou syuq.	401
冬霧六十日，必定有大雪。	ton wu- loq zyuq gniq, piq din yeu dou syuq.	401
十霧九晴。	zyuq vu cieu zhin.	401
十霧九晴。	zyuq wu- cieu zhin.	401
單霧日頭，雙霧雨。	tae vu gniq deu, saon vu yu.	401
單霧日頭，雙霧雨。	tae wu- gniq deu, saon wu- yu.	401
早霧晴，晚霧雨。	tsau vu zhin, vae vu yu.	401
早霧晴，晚霧雨。	tsau wu- zhin, vae wu- yu.	401
朝霧消，曬穀好甮扒；朝霧延，必定雨綿綿。	ciau vu shiau, sa koq hau ven bo; ciau vu yi, piq din yu mi mi.	401
朝霧消，曬穀好甮扒；朝霧延，必定雨綿綿。	ciau wu- shiau, sa koq hau ven bo; ciau wu- yi, piq din yu mi mi.	401
海上大霧露，日頭烤番薯。	he zaon dou vu lu, gniq deu khau fae zyu.	401
海上大霧露，日頭烤番薯。	he zaon dou wu- lu, gniq deu khau fae zyu.	401
早上地罩霧，只管洗衣褲。	tsau zaon di tsau vu, ciq kun shi i khu.	401
早上地罩霧，只管洗衣褲。	tsau zaon di tsau wu-, ciq kun shi i khu.	401
露水重，天家晴。	lu syu dzon, thi ko zhin.	401
嘸露作陰，有露作晴。	mh lu tsoq in, yeu lu tsoq zhin.	401
大露即收，天晴弗久。	dou lu ciq shieu, thi zhin vaq cieu.	401
大露即收，天晴勿久。	dou lu ciq shieu, thi zhin vaq cieu.	401
露過午，弗收要落雨。	lu kou wu, vaq shieu iau loq yu.	401
露過午，勿收要落雨。	lu kou wu, vaq shieu iau loq yu.	401
月明露重。	yuq min lu dzon.	401
處暑弗露，晴到白露。	tshyu syu vaq lu, zhin tau baq lu.	401
處暑勿露，晴到白露。	tshyu syu vaq lu, zhin tau baq lu.	401
一朝有霜晴弗久，三日有霜天晴久。	iq ciau yeu saon zhin vaq cieu, sae gniq yeu saon thi zhin cieu.	401
一朝有霜晴勿久，三日有霜天晴久。	iq ciau yeu saon zhin vaq cieu, sae gniq yeu saon thi zhin cieu.	401
一夜春霜三日雨，三夜春霜九日晴。	iq ya tshyun saon sae gniq yu, sae ya tshyun saon cieu gniq zhin.	401
春霜三日白，晴到割大麥。	tshyun saon sae gniq baq, zhin tau kaq dou maq.	401
未到霜降先落霜，晚稻糯穀變礱糠。	vi tau saon kaon shi loq saon, mae dau nou koq pi lon khaon.	401
霜降嘸霜，廿日嘸霜；霜降見霜，米爛陳倉。	saon kaon mh saon, ne-gnie gniq mh saon; saon kaon ci saon, mi lae jin tshaon.	402
冬至前頭七日霜，有米嘸礱糠。	ton tsy zhi deu chiq gniq saon, yeu mi mh lon khaon.	402
濃霜猛日頭。	gnion saon man gniq deu.	402
霜夾霧，旱勒井也枯。	saon kaq vu, ghei-ghe laq cin gha khu.	402
霜夾霧，旱勒井也枯。	saon kaq wu-, ghei-ghe laq cin gha khu.	402
霜夾霧，旱勒井也枯。	saon kaq vu, ghei-ghe laq cin ya khu.	402
霜夾霧，旱勒井也枯。	saon kaq wu-, ghei-ghe laq cin ya khu.	402
正月雪蓋雪，二月落弗歇。	cin yuq syuq ke syuq, gni yuq loq vaq shiq.	402
正月雪蓋雪，二月落勿歇。	cin yuq syuq ke syuq, gni yuq loq vaq shiq.	402
春雪多病痛，冬雪兆豐年。	tshyun syuq tou bin thon, ton syuq zhiau fon gni.	402
春雪一百廿日有暴。	tshyun syuq iq paq ne-gnie gniq yeu pau.	402
清明斷雪，穀雨斷霜。	chin min doe syuq, koq yu doe saon.	402
冬雪多，雨水少；春雪多，天要旱。	ton syuq tou, yu syu shiau; tshyun syuq tou, thi iau ghei-ghe.	402
除夕天，大雪紛飛是旱年。	dzyu zhiq thi, dou syuq fen fi zy ghei-ghe gni.	402
開雪眼轉陰有連雨。	khe syuq ngae tsoe in yeu li yu.	402
落雪弗冷釋雪冷。	loq syuq vaq lan saq syuq lan.	402
落雪勿冷釋雪冷。	loq syuq vaq lan saq syuq lan.	402
雪等雪，落弗歇；雨夾雪，落弗歇。	syuq ten syuq, loq vaq shiq; yu kaq syuq, loq vaq shiq.	402
雪等雪，落勿歇；雨夾雪，落勿歇。	syuq ten syuq, loq vaq shiq; yu kaq syuq, loq vaq shiq.	402
雪上加霜，瓦爿放湯。	syuq zaon ko saon, ngo bae faon thaon.	402
立春晴朗春少水，立春落雨倒春寒。	liq tshyun zhin laon tshyun shiau syu, liq tshyun loq yu tau tshyun ghei-ghe.	402
立春嘸雨廿日晴。	liq tshyun mh yu ne-gnie gniq zhin.	402
立春雨淋淋，陰陰溼溼到清明。	liq tshyun yu lin lin, in in shiq shiq tau chin min.	402
頭八晴好年成，二八晴好種成，三八晴好收成。	deu paq zhin hau gni jin, gni paq zhin hau tson jin, sae paq zhin hau shieu jin.	402
逢八落了雨，以後還有雨。	von paq loq laq yu, yi gheu wa yeu yu.	402
逢八落了雨，以後還有雨。	von paq loq laq yu, yi gheu gha yeu yu.	402
有了雨水水，纔有春分水。	yeu laq yu syu syu, dze yeu tshyun fen syu.	402
春分有水病人稀。	tshyun fen yeu syu bin gnin shi.	402
有米嘸米，但看二月十二。	yeu mi mh mi, dae khi-khe gni yuq zyuq gni.	402
清明要明，穀雨要雨。	chin min iau min, koq yu iau yu.	402
清明落雨，斗笠弗離。	chin min loq yu, teu liq vaq li.	402
清明落雨，斗笠勿離。	chin min loq yu, teu liq vaq li.	402
清明落雨，落到繭頭白。	chin min loq yu, loq tau ci deu baq.	402
春雨貴如油，夏雨遍地流。	tshyun yu ciu zyu yeu, gho yu pi di lieu.	402
四月初一晴，條條河水好種菱。	sy yuq tshu iq zhin, diau diau ghou syu hau tson lin.	402
四月初八晴，高山好種麥；四月初八落，低地曬起殼。	sy yuq tshu paq zhin, kau sae hau tson maq; sy yuq tshu paq loq, ti di sa chi khoq.	402
雨打立夏，嘸處洗耙。	yu tan liq gho, mh tshyu shi bo.	403
小滿嘸雨晴得猛。	shiau mun mh yu zhin taq man.	403
有穀嘸穀，但看四月十六。	yeu koq mh koq, dae khi-khe sy yuq zyuq loq.	403
雨打芒種腳，低田曬開豁。	yu tan maon tson ciaq, ti di sa khe huaq.	403
端午有雨是豐年。	ton ng yeu yu zy fon gni.	403
端午落，燥穀燥草好進屋。	ton ng loq, sau koq sau tshau hau cin oq.	403
五月端午晴，爛稻刮田塍。	ng yuq ton ng zhin, lae dau kuaq di yin.	403
五月端午晴，爛稻刮田塍。	ng yuq ton ng zhin, lae dau kuaq di zhin.	403
立夏晴，蓑衣掛牆角；立夏雨，蓑衣脫弗落。	liq gho zhin, so i kuo zhian koq; liq gho yu, so i thaq vaq loq.	403
立夏晴，蓑衣掛牆角；立夏雨，蓑衣脫勿落。	liq gho zhin, so i kuo zhian koq; liq gho yu, so i thaq vaq loq.	403
夏至多雨水。	gho tsy tou yu syu.	403
夏至落大雨，八月做大水。	gho tsy loq dou yu, paq yuq tsou dou syu.	403
六月做南臺，河底拖鑲鞋。	loq yuq tsou nei-nae de, ghou ti thou shian gha.	403
六月廿四雷公雨。	loq yuq ne-gnie sy lei kon yu.	403
夏雨連夜傾，來日便朗明。	gho yu li ya chin, le gniq bi laon min.	403
立秋嘸雨廿日晴。	liq chieu mh yu ne-gnie gniq zhin.	403
立秋嘸雨一半收。	liq chieu mh yu iq pun shieu.	403
處暑雨，偷稻鬼。	tshyu syu yu, theu dau ciu.	403
七月烏，八月爛，晚青晚稻脫出綻。	chiq yuq u, paq yuq lae, mae chin mae dau thaq tshyuq dzae.	403
八月十六晴，高山好種麥；八月十六落，低地曬起殼。	paq yuq zyuq loq zhin, kau sae hau tson maq; paq yuq zyuq loq loq, ti di sa chi khoq.	403
秋陰怕夜晴，十晴九弗晴。	chieu in pho ya zhin, zyuq zhin cieu vaq zhin.	403
秋陰怕夜晴，十晴九勿晴。	chieu in pho ya zhin, zyuq zhin cieu vaq zhin.	403
早晚風涼，晴過九月重陽。	tsau vae fon lian, zhin kou cieu yuq dzon yan.	403
重陽晴，一冬晴；重陽雨，一冬水。	dzon yan zhin, iq ton zhin; dzon yan yu, iq ton syu.	403
九月十三晴，釘鞋雨傘掛斷繩。	cieu yuq zyuq sae zhin, tin gha yu sae kuo doe zhin.	403
立冬晴，一冬晴；立冬落，一冬落。	liq ton zhin, iq ton zhin; liq ton loq, iq ton loq.	403
十月十日晴，小麥大麥像鼓釘。	zyuq yuq zyuq gniq zhin, shiau maq dou maq zhian ku tin.	403
乾淨冬至邋遢年，邋遢冬至乾淨年。	ki-ke zhin ton tsy laq thaq gni, laq thaq ton tsy ki-ke zhin gni.	403
上半年東南風天晴，下半年西北風天晴。	zaon pun gni ton nei-nae fon thi zhin, gho pun gni shi poq fon thi zhin.	403
上半個月看初三，下半個月看十四。	zaon pun goq yuq khi-khe tshu sae, gho pun goq yuq khi-khe zyuq sy.	403
上半個月看初三，下半個月看十四。	zaon pun ghoq yuq khi-khe tshu sae, gho pun ghoq yuq khi-khe zyuq sy.	403
上半個月看初三，下半個月看十四。	zaon pun kou yuq khi-khe tshu sae, gho pun kou yuq khi-khe zyuq sy.	403
早看東頭，晚看西頭。	tsau khi-khe ton deu, vae khi-khe shi deu.	403
開門雨，飯後晴。	khe men yu, vae gheu zhin.	404
早雨弗過晝。	tsau yu vaq kou cieu.	404
早雨勿過晝。	tsau yu vaq kou cieu.	404
夜開天，晴半年。	ya khe thi, zhin pun gni.	404
日晴夜落好年成，氣煞多少懶惰人。	gniq zhin ya loq hau gni jin, chi saq tou shiau lae dou gnin.	404
久晴必有久雨，久雨必有久晴。	cieu zhin piq yeu cieu yu, cieu yu piq yeu cieu zhin.	404
久旱望廿三雨，久雨望廿三晴。	cieu ghei-ghe maon ne-gnie sae yu, cieu yu maon ne-gnie sae zhin.	404
久雨傍晚停，一定天轉晴。	cieu yu baon vae din, iq din thi tsoe zhin.	404
夏雨隔牛背，秋雨隔灰堆。	gho yu kaq ngeu pei, chieu yu kaq huei tei.	404
有雨天邊亮，嘸雨頭頂光。	yeu yu thi pi lian, mh yu deu tin kuaon.	404
落雨落枚針，落來落去落弗停。	loq yu loq mei cin, loq le loq chi loq vaq din.	404
落雨落枚針，落來落去落勿停。	loq yu loq mei cin, loq le loq chi loq vaq din.	404
落雨落個泡，停落就好跑。	loq yu loq goq phau, din loq jieu hau bau.	404
落雨落個泡，停落就好跑。	loq yu loq ghoq phau, din loq jieu hau bau.	404
春冷雨，夏涼乾，秋暖連陰，冬寒冰晴。	tshyun lan yu, gho lian ki-ke, chieu noe li in, ton ghei-ghe pin zhin.	404
冬冷遲，春暖早；冬冷早，春暖遲，會有春寒到。	ton lan ji, tshyun noe tsau; ton lan tsau, tshyun noe ji, wei yeu tshyun ghei-ghe tau.	404
冬冷遲，春暖早；冬冷早，春暖遲，會有春寒到。	ton lan dzy, tshyun noe tsau; ton lan tsau, tshyun noe dzy, wei yeu tshyun ghei-ghe tau.	404
春寒多雨水。	tshyun ghei-ghe tou yu syu.	404
一場春雨一場暖；一場夏雨一場熱。	iq jian tshyun yu iq jian noe; iq jian gho yu iq jian gniq.	404
一場秋雨一場涼；一場冬雨穿上棉。	iq jian chieu yu iq jian lian; iq jian ton yu tshoe zaon mi.	404
冷驚蟄，暖清明；暖驚蟄，冷清明。	lan cin jiq, noe chin min; noe cin jiq, lan chin min.	404
驚蟄弗動風，冷到五月中。	cin jiq vaq don fon, lan tau ng yuq tson.	404
驚蟄勿動風，冷到五月中。	cin jiq vaq don fon, lan tau ng yuq tson.	404
三月三暖，立夏前弗冷。	sae yuq sae noe, liq gho zhi vaq lan.	404
三月三暖，立夏前勿冷。	sae yuq sae noe, liq gho zhi vaq lan.	404
立夏前頭三屆熱。	liq gho zhi deu sae ka gniq.	404
喫過端午糉，還要凍三凍。	chioq kou ton ng tson, wa iau ton sae ton.	404
喫過端午糉，還要凍三凍。	chioq kou ton ng tson, gha iau ton sae ton.	404
喫過端午糉，棉襖弗可送。	chioq kou ton ng tson, mi au vaq khou son.	404
喫過端午糉，棉襖勿可送。	chioq kou ton ng tson, mi au vaq khou son.	404
夏至有風三伏熱。	gho tsy yeu fon sae voq gniq.	404
六月熱，五穀結；六月弗熱，五穀弗結。	loq yuq gniq, ng koq ciq; loq yuq vaq gniq, ng koq vaq ciq.	404
六月熱，五穀結；六月勿熱，五穀勿結。	loq yuq gniq, ng koq ciq; loq yuq vaq gniq, ng koq vaq ciq.	404
嘸冷嘸熱，五穀弗結。	mh lan mh gniq, ng koq vaq ciq.	404
嘸冷嘸熱，五穀勿結。	mh lan mh gniq, ng koq vaq ciq.	404
六月蓋被，有穀嘸米。	loq yuq ke bi, yeu koq mh mi.	404
熱熱中伏，冷冷三九。	gniq gniq tson voq, lan lan sae cieu.	404
大旱弗過七月半。	dou ghei-ghe vaq kou chiq yuq pun.	404
大旱勿過七月半。	dou ghei-ghe vaq kou chiq yuq pun.	404
白露秋風夜，一夜冷一夜。	baq lu chieu fon ya, iq ya lan iq ya.	404
白露身弗露。	baq lu shin vaq lu.	405
白露身勿露。	baq lu shin vaq lu.	405
八月桂花蒸，十月小陽春。	paq yuq kuei huo cin, zyuq yuq shiau yan tshyun.	405
懶婦是介話，十月還有一個夏。	lae vu zy ka wo, zyuq yuq wa yeu iq goq gho.	405
懶婦是介話，十月還有一個夏。	lae vu zy ka wo, zyuq yuq gha yeu iq goq gho.	405
懶婦是介話，十月還有一個夏。	lae vu zy ka wo, zyuq yuq wa yeu iq ghoq gho.	405
懶婦是介話，十月還有一個夏。	lae vu zy ka wo, zyuq yuq gha yeu iq ghoq gho.	405
冬至月頭，賣被買牛；冬至月底，賣牛買被。	ton tsy yuq deu, ma bi ma ngeu; ton tsy yuq ti, ma ngeu ma bi.	405
十二月初七八冷，年三十夜也要冷。	zyuq gni yuq tshu chiq paq lan, gni sae zyuq ya gha iau lan.	405
十二月初七八冷，年三十夜也要冷。	zyuq gni yuq tshu chiq paq lan, gni sae zyuq ya ya iau lan.	405
年底交春兆天暖。	gni ti kau tshyun zhiau thi noe.	405
兩春夾一冬，嘸被暖烘烘。	lian tshyun kaq iq ton, mh bi noe hon hon.	405
霜後暖，雪後寒。	saon gheu noe, syuq gheu ghei-ghe.	405
冬冷弗算冷，春冷凍煞㹙。	ton lan vaq soe lan, tshyun lan ton saq an.	405
冬冷勿算冷，春冷凍煞㹙。	ton lan vaq soe lan, tshyun lan ton saq an.	405
暴冷冷煞人，暴熱熱煞人。	bau lan lan saq gnin, bau gniq gniq saq gnin.	405
逢丙入黴，逢庚起伏。	von pin zyuq mei, von kan chi voq.	405
頭黴弗可錯，二黴弗可做，三黴做到底，有穀嘸沒米。	deu mei vaq khou tshou, gni mei vaq khou tsou, sae mei tsou tau ti, yeu koq mh mhaq mi.	405
頭黴勿可錯，二黴勿可做，三黴做到底，有穀嘸沒米。	deu mei vaq khou tshou, gni mei vaq khou tsou, sae mei tsou tau ti, yeu koq mh mhaq mi.	405
清明有霜，黴少雨。	chin min yeu saon, mei shiau yu.	405
清明有雨早黃黴，清明無雨遲黃黴。	chin min yeu yu tsau waon mei, chin min vu yu ji waon mei.	405
清明有雨早黃黴，清明無雨遲黃黴。	chin min yeu yu tsau waon mei, chin min vu yu dzy waon mei.	405
清明有雨早黃黴，清明無雨遲黃黴。	chin min yeu yu tsau waon mei, chin min wu- yu ji waon mei.	405
清明有雨早黃黴，清明無雨遲黃黴。	chin min yeu yu tsau waon mei, chin min wu- yu dzy waon mei.	405
黃黴寒，井底乾；黃黴無雨，荒半年。	waon mei ghei-ghe, cin ti ki-ke; waon mei vu yu, huaon pun gni.	405
黃黴寒，井底乾；黃黴無雨，荒半年。	waon mei ghei-ghe, cin ti ki-ke; waon mei wu- yu, huaon pun gni.	405
早上芒種，晚上黴。	tsau zaon maon tson, vae zaon mei.	405
五月黃黴天，好像孩子臉。	ng yuq waon mei thi, hau zhian ghe tsy li.	405
雨打黴頭，快活黃牛。	yu tan mei deu, khua waq waon ngeu.	405
黴裏西風做大水。	mei li shi fon tsou dou syu.	405
雨打黃黴腳，井底要開豁。	yu tan waon mei ciaq, cin ti iau khe huaq.	405
三黴過六月，好甮開田缺。	sae mei kou loq yuq, hau ven khe di chiuq.	405
小暑頭上一聲雷，半個黃黴倒轉來。	shiau syu deu zaon iq shin lei, pun goq waon mei tau tsoe le.	405
小暑頭上一聲雷，半個黃黴倒轉來。	shiau syu deu zaon iq shin lei, pun ghoq waon mei tau tsoe le.	405
小暑一聲雷，翻轉做重黴。	shiau syu iq shin lei, fae tsoe tsou dzon mei.	405
大暑一聲雷，要做野黃黴。	dou syu iq shin lei, iau tsou ya waon mei.	405
處暑響雷做重黴。	tshyu syu shian lei tsou dzon mei.	405
春潮五更改，夏潮黃昏送，秋潮兩頭大，冬潮太陽紅。	tshyun jiau ng kan ke, gho jiau waon huen son, chieu jiau lian deu dou, ton jiau tha yan ghon.	405
初八廿三潮，早晚到餘姚。	tshu paq ne-gnie sae jiau, tsau vae tau yu yau.	405
初八廿三早夜平。	tshu paq ne-gnie sae tsau ya bin.	406
夜裏東風吹潮大，八月十六大潮汛。	ya li ton fon tshyu jiau dou, paq yuq zyuq loq dou jiau shin.	406
八月十六明月照，海水浸過龍王廟。	paq yuq zyuq loq min yuq ciau, he syu cin kou lon waon miau.	406
漲潮風起，潮平風止。	cian jiau fon chi, jiau bin fon tsy.	406
春分秋分，日夜平分；夏至冬至，日夜參差。	tshyun fen chieu fen, gniq ya bin fen; gho tsy ton tsy, gniq ya tshen tshy.	406
冬至止短，夏至止長。	ton tsy tsy toe, gho tsy tsy jian.	406
嬉嬉夏至日，睏睏冬至夜。	shi shi gho tsy gniq, khuen khuen ton tsy ya.	406
冬至日長一線。	ton tsy gniq jian iq shi.	406
冬至弗出十一月。	ton tsy vaq tshyuq zyuq iq yuq.	406
冬至勿出十一月。	ton tsy vaq tshyuq zyuq iq yuq.	406
冬至百六是清明。	ton tsy paq loq zy chin min.	406
百年難遇歲朝春。	paq gni nae gniu sei jiau tshyun.	406
七月半，蚊蟲多一半。	chiq yuq pun, men dzon tou iq pun.	406
八月半，蚊蟲似鴨鑽。	paq yuq pun, men dzon zy aq tsoe.	406
九月九重陽，蚊蟲死爹孃。	cieu yuq cieu dzon yan, men dzon shi tia gnian.	406
海洋響悶雷，颱風到門口。	he yan shian mhen lei, de fon tau men kheu.	406
海水哈哈響，就有颱風降。	he syu ha ha shian, jieu yeu de fon ciaon.	406
海水黃牛叫，必有大雨到。	he syu waon ngeu ciau, piq yeu dou yu tau.	406
嘸風起長浪，弗久風雨降。	mh fon chi jian laon, vaq cieu fon yu ciaon.	406
嘸風起長浪，勿久風雨降。	mh fon chi jian laon, vaq cieu fon yu ciaon.	406
條浪打先鋒，後頭跟颱風。	diau laon tan shi fon, gheu deu ken de fon.	406
海潮亂，颱風來。	he jiau loe, de fon le.	406
海水分路，弗是風就是雨。	he syu fen lu, vaq zy fon jieu zy yu.	406
海水分路，勿是風就是雨。	he syu fen lu, vaq zy fon jieu zy yu.	406
遠望海水暗，必定風雨來。	yu maon he syu ei-e, piq din fon yu le.	406
遠望海水青，天家必定晴。	yu maon he syu chin, thi ko piq din zhin.	406
海水發臭泡，颱風必將到。	he syu faq chieu phau, de fon piq cian tau.	406
太白山戴帽，三日內有風暴。	tha baq sae ta mau, sae gniq nei yeu fon pau.	406
太白山戴帽，三日內有風暴。	tha baq sae te mau, sae gniq nei yeu fon pau.	406
有雨山戴帽，嘸雨山沒腰。	yeu yu sae ta mau, mh yu sae maq iau.	407
有雨山戴帽，嘸雨山沒腰。	yeu yu sae te mau, mh yu sae maq iau.	407
若要晴，望山青。	zhiaq iau zhin, maon sae chin.	407
若要晴，望山青。	zoq iau zhin, maon sae chin.	407
河水泛泡，雨水將到。	ghou syu fae phau, yu syu cian tau.	407
水裏腥氣雨。	syu li shin chi yu.	407
水底起青苔，將要有雨來。	syu ti chi chin the, cian iau yeu yu le.	407
井水起泡要地震。	cin syu chi phau iau di tsyun.	407
水缸出汗，必有雨來。	syu kaon tshyuq ghei-ghe, piq yeu yu le.	407
水缸穿裙，陰雨來臨。	syu kaon tshoe jiun, in yu le lin.	407
涴缸泛，有雨來。	ou kaon fae, yeu yu le.	407
屙缸泛，有雨來。	ou kaon fae, yeu yu le.	407
鹽罐還潮，陰雨難逃。	yi kun wa jiau, in yu nae dau.	407
鹽罐還潮，陰雨難逃。	yi kun gha jiau, in yu nae dau.	407
鹹肉滴滷，雨落如注。	ghae gnioq tiq lu, yu loq zyu tsyu.	407
石板還潮，陰雨難逃。	zaq pae wa jiau, in yu nae dau.	407
石板還潮，陰雨難逃。	zaq pae gha jiau, in yu nae dau.	407
石壁淋淋，落雨弗停。	zaq piq lin lin, loq yu vaq din.	407
石壁淋淋，落雨勿停。	zaq piq lin lin, loq yu vaq din.	407
礎潤主雨。	tshu zyun tsyu yu.	407
早晚煙撲地，老天有雨意。	tsau vae i phoq di, lau thi yeu yu i.	407
煙弗出屋，滴滴沰沰。	i vaq tshyuq oq, tiq tiq toq toq.	407
煙勿出屋，滴滴沰沰。	i vaq tshyuq oq, tiq tiq toq toq.	407
煙上衝，嘸風雨；煙下栽，風雨來。	i zaon tshon, mh fon yu; i gho tse, fon yu le.	407
鑊底滯煤有雨。	ghoq ti dzyu mei yeu yu.	407
螞蟻上桌面，大雨在眼前。	mo gni zaon tsoq mi, dou yu dze ngae zhi.	407
螞蟻爬上樹，還要做大水。	mo gni bo zaon zyu, wa iau tsou dou syu.	407
螞蟻爬上樹，還要做大水。	mo gni bo zaon zyu, gha iau tsou dou syu.	407
螞蟻揹泥巴，大雨就要下。	mo gni pei gni po, dou yu jieu iau gho.	407
大蜈蚣出，必有雨落。	dou men kon tshyuq, piq yeu yu loq.	407
蜘蛛幽網中，弗雨也有風。	tsyu tsyu ieu maon tson, vaq yu gha yeu fon.	407
蜘蛛幽網中，弗雨也有風。	tsyu tsyu ieu maon tson, vaq yu ya yeu fon.	407
蜘蛛幽網中，勿雨也有風。	tsyu tsyu ieu maon tson, vaq yu gha yeu fon.	407
蜘蛛幽網中，勿雨也有風。	tsyu tsyu ieu maon tson, vaq yu ya yeu fon.	407
蜘蛛織新網，天家要晴朗。	tsyu tsyu ciq shin maon, thi ko iau zhin laon.	407
蚊蟲聚堂中，明朝穿蓑篷。	men dzon zyu daon tson, min ciau tshoe so bon.	407
蚊蟲聚堂中，明朝穿蓑篷。	men dzon zyu daon tson, mi ciau tshoe so bon.	407
蚊蟲聚堂中，明朝穿蓑篷。	men dzon zyu daon tson, men ciau tshoe so bon.	407
蚊蟲聚堂中，明朝穿蓑篷。	men dzon zyu daon tson, mon ciau tshoe so bon.	407
蜻蜓高，穀子焦；蜻蜓低，一把泥。	chin din kau, koq tsy ciau; chin din ti, iq po gni.	407
蜻蜓結幫飛，天家要落雨。	chin din ciq paon fi, thi ko iau loq yu.	407
蜜蜂遲歸，雨來風吹。	miq fon ji kuei, yu le fon tshei.	407
蜜蜂遲歸，雨來風吹。	miq fon dzy kuei, yu le fon tshei.	407
雨中蟬鳴，預報天晴。	yu tson zoe min, yu pau thi zhin.	407
螞蟥浮水面，嘸雨也弗遠。	mo waon veu syu mi, mh yu gha vaq yu.	408
螞蟥浮水面，嘸雨也弗遠。	mo waon veu syu mi, mh yu ya vaq yu.	408
螞蟥浮水面，嘸雨也勿遠。	mo waon veu syu mi, mh yu gha vaq yu.	408
螞蟥浮水面，嘸雨也勿遠。	mo waon veu syu mi, mh yu ya vaq yu.	408
螞蟥沉水底，天晴必無疑。	mo waon jin syu ti, thi zhin piq vu gni.	408
螞蟥沉水底，天晴必無疑。	mo waon jin syu ti, thi zhin piq wu- gni.	408
泥鰍靜，天家晴。	gni chieu zhin, thi ko zhin.	408
青蛙集中，大雨傾盆。	chin uo jiq tson, dou yu chin ben.	408
青蛙集中，大雨傾盆。	chin uo zyuq tson, dou yu chin ben.	408
大蛇攔路，雨落叫苦。	dou dzo lae lu, yu loq ciau khu.	408
魚浮水面雨。	ng veu syu mi yu.	408
魚跳水面有雨象。	ng thiau syu mi yeu yu zhian.	408
鯉魚跳龍門，大雨後背跟。	li ng thiau lon men, dou yu gheu pei ken.	408
河裏魚打花，天天有雨下。	ghou li ng tan huo, thi thi yeu yu gho.	408
鳩喚雨，雀噪晴。	cieu hun yu, chiaq tshau zhin.	408
落雨鷓鴣叫，天家轉晴好。	loq yu tso ku ciau, thi ko tsoe zhin hau.	408
